store_id,sku_id,category,supplier_id,lead_time_days,case_size,forecast_week,mean_daily,std_daily,safety_stock,reorder_point,current_stock,required_units,required_cases,order_volume_m3,needs_refrigeration,shelf_life_days,label
S01,K01,fresh_produce,SUP1,2,6,242.25,34.607142857142854,14.58622477838608,34.03626089393654,103.25054660822225,69.21428571428571,207.0719751796508,35,1.68,0,5,naive
S01,K02,fresh_produce,SUP1,2,6,183.5,26.214285714285715,10.78424994969375,25.164533689149145,77.59310511772057,52.42857142857143,156.2359622605777,27,1.944,0,4,naive
S01,K03,fresh_produce,SUP1,2,8,273.25,39.035714285714285,14.95519889388606,34.89724442113928,112.96867299256785,78.07142857142857,230.0758158497107,29,2.32,0,6,naive
S01,K04,fresh_produce,SUP1,2,6,238.5,34.07142857142857,13.683654550742869,31.930156250006664,100.0730133928638,68.14285714285714,202.28729910714955,34,1.224,0,3,naive
S01,K05,fresh_produce,SUP1,2,6,137.75,19.678571428571427,7.262870041843997,16.947561369632897,56.304704226775755,39.357142857142854,115.34041851249003,20,1.3199999999999998,0,7,naive
S01,K06,dairy,SUP2,2,12,599.75,85.67857142857143,21.44330417601272,50.03692911988454,221.3940719770274,171.35714285714286,478.4297862627417,40,0.576,1,10,naive
S01,K07,dairy,SUP2,2,12,462.0,66.0,16.316138927442232,38.07293317864148,170.07293317864148,132.0,368.0729331786415,31,0.29760000000000003,1,12,naive
S01,K08,dairy,SUP2,2,12,480.5,68.64285714285714,17.225107367047165,40.193967745487846,177.47968203120212,137.28571428571428,383.40825345977356,32,0.192,1,14,naive
S01,K09,dairy,SUP2,2,12,258.5,36.92857142857143,9.636256549700002,22.48574576010231,96.34288861724517,73.85714285714286,207.12860290295944,18,0.0864,1,14,naive
S01,K10,dairy,SUP2,2,12,395.0,56.42857142857143,14.203823662952562,33.14394610181062,146.0010889589535,112.85714285714286,315.2868032446678,27,0.162,1,7,naive
S01,K11,deli,SUP3,1,10,125.25,17.892857142857142,6.815064214658591,11.244855954186674,29.137713097043815,35.785714285714285,100.7091416684724,11,0.06599999999999999,1,5,naive
S01,K12,deli,SUP3,1,8,196.0,28.0,10.498331719893182,17.32224733782375,45.322247337823754,56.0,157.32224733782374,20,0.24,1,6,naive
S01,K13,deli,SUP3,1,10,169.25,24.178571428571427,7.7508437754995585,12.788892229574271,36.9674636581457,48.357142857142854,133.6817493724314,14,0.112,1,7,naive
S01,K14,packaged_food,SUP4,3,20,354.25,50.607142857142854,12.410023728936954,35.4664061757294,187.28783474715794,101.21428571428571,288.50212046144367,15,0.6,0,240,naive
S01,K15,packaged_food,SUP4,3,10,268.25,38.32142857142857,8.484207254764172,24.246878744873417,139.21116445915914,76.64285714285714,215.85402160201627,22,0.7040000000000001,0,365,naive
S01,K16,packaged_food,SUP4,3,20,226.0,32.285714285714285,7.3386719596599574,20.97307194544997,117.83021480259283,64.57142857142857,182.40164337402138,10,0.16,0,300,naive
S01,K17,packaged_food,SUP4,3,24,305.5,43.642857142857146,9.957194684740044,28.456505706460465,159.3850771350319,87.28571428571429,246.67079142074618,11,0.07919999999999999,0,720,naive
S01,K18,packaged_food,SUP4,3,12,196.5,28.071428571428573,5.992868496708074,17.126921986972548,101.34120770125827,56.142857142857146,157.4840648441154,14,0.4704,0,240,naive
S01,K19,packaged_food,SUP4,3,24,369.75,52.82142857142857,11.702125734134118,33.44331594133124,191.90760165561696,105.64285714285714,297.5504587984741,13,0.062400000000000004,0,180,naive
S01,K20,packaged_food,SUP4,3,16,316.75,45.25,10.246508257414687,29.28333028832686,165.03333028832685,90.5,255.53333028832685,16,0.256,0,180,naive
S01,K21,beverages,SUP5,2,24,560.75,80.10714285714286,30.37596550408176,70.88086893698203,231.09515465126776,160.21428571428572,471.41658322269626,20,0.288,0,200,naive
S01,K22,beverages,SUP5,2,12,436.75,62.392857142857146,17.033575906343565,39.747038203063376,164.53275248877767,124.78571428571429,351.7113239173491,30,0.43199999999999994,0,180,naive
S01,K23,beverages,SUP5,2,24,683.0,97.57142857142857,33.01747472166365,77.04470490203448,272.1875620448916,195.14285714285714,564.9018477591774,24,0.34559999999999996,0,200,naive
S01,K24,beverages,SUP5,2,6,644.0,92.0,31.6387059719516,73.82741368442318,257.82741368442316,184.0,533.8274136844232,40,0.528,0,365,naive
S01,K25,beverages,SUP5,2,24,563.75,80.53571428571429,30.265348634355945,70.62274973928274,231.69417831071132,161.07142857142858,473.3013211678542,20,0.192,0,180,naive
S02,K01,fresh_produce,SUP1,2,6,262.75,37.535714285714285,15.09590738422458,35.22558098251262,110.2970095539412,75.07142857142857,222.90415241108406,38,1.824,0,5,naive
S02,K02,fresh_produce,SUP1,2,6,227.0,32.42857142857143,11.397798258324112,26.59621944888876,91.45336230603162,64.85714285714286,188.73907659174589,32,2.3040000000000003,0,4,naive
S02,K03,fresh_produce,SUP1,2,8,317.0,45.285714285714285,16.207698427642374,37.81989243652114,128.3913210079497,90.57142857142857,264.24846386509256,34,2.72,0,6,naive
S02,K04,fresh_produce,SUP1,2,6,257.75,36.82142857142857,15.092094409920724,35.21668358855635,108.85954073141349,73.64285714285714,219.3238264456992,37,1.332,0,3,naive
S02,K05,fresh_produce,SUP1,2,6,145.75,20.821428571428573,7.894025810534103,18.420333298917978,60.06319044177512,41.642857142857146,122.52747615606083,21,1.386,0,7,naive
S02,K06,dairy,SUP2,2,12,632.75,90.39285714285714,21.93968434459148,51.1952086046048,231.98092289031908,180.78571428571428,503.1594943188905,40,0.576,1,10,naive
S02,K07,dairy,SUP2,2,12,488.25,69.75,19.48984933324819,45.4786352718849,184.9786352718849,139.5,394.22863527188485,33,0.3168,1,12,naive
S02,K08,dairy,SUP2,2,12,511.25,73.03571428571429,18.809925828048566,43.89206615187612,189.9634947233047,146.07142857142858,409.0706375804476,35,0.21,1,14,naive
S02,K09,dairy,SUP2,2,12,288.25,41.17857142857143,10.806901325534612,25.217389595968065,107.57453245311092,82.35714285714286,231.11024673882523,20,0.096,1,14,naive
S02,K10,dairy,SUP2,2,12,446.0,63.714285714285715,16.656604211973267,38.867392706428134,166.29596413499956,127.42857142857143,357.4388212778567,30,0.18,1,7,naive
S02,K11,deli,SUP3,1,10,155.25,22.178571428571427,6.987228059658756,11.528926298436946,33.70749772700837,44.357142857142854,122.42178344129408,13,0.078,1,5,naive
S02,K12,deli,SUP3,1,8,226.0,32.285714285714285,10.934398592953617,18.041757678373468,50.32747196408775,64.57142857142857,179.47032910694492,23,0.276,1,6,naive
S02,K13,deli,SUP3,1,10,171.75,24.535714285714285,8.624858613678457,14.231016712569453,38.766730998283734,49.07142857142857,136.9095881411409,14,0.112,1,7,naive
S02,K14,packaged_food,SUP4,3,20,413.5,59.07142857142857,12.721676709790865,36.35707419105868,213.5713599053444,118.14285714285714,331.7142170482016,17,0.68,0,240,naive
S02,K15,packaged_food,SUP4,3,10,285.75,40.82142857142857,9.582761584132744,27.386419401886265,149.85070511617198,81.64285714285714,231.49356225902912,24,0.768,0,365,naive
S02,K16,packaged_food,SUP4,3,20,243.5,34.785714285714285,7.894129714580148,22.560505682866825,126.91764854000968,69.57142857142857,196.4890771114383,10,0.16,0,300,naive
S02,K17,packaged_food,SUP4,3,24,332.5,47.5,10.61137793486463,30.326085440476394,172.8260854404764,95.0,267.8260854404764,12,0.08639999999999999,0,720,naive
S02,K18,packaged_food,SUP4,3,12,209.75,29.964285714285715,6.609834993025369,18.89014056198491,108.78299770484205,59.92857142857143,168.7115691334135,15,0.504,0,240,naive
S02,K19,packaged_food,SUP4,3,24,381.5,54.5,12.394664393700811,35.42251097988025,198.92251097988026,109.0,307.92251097988026,13,0.062400000000000004,0,180,naive
S02,K20,packaged_food,SUP4,3,16,355.0,50.714285714285715,11.43182663784449,32.67083252410882,184.81368966696596,101.42857142857143,286.2422610955374,18,0.28800000000000003,0,180,naive
S02,K21,beverages,SUP5,2,24,667.0,95.28571428571429,31.086561821361197,72.53901160327581,263.1104401747044,190.57142857142858,548.9675830318473,23,0.3312,0,200,naive
S02,K22,beverages,SUP5,2,12,466.0,66.57142857142857,18.42239186054065,42.9877740938717,176.13063123672885,133.14285714285714,375.8449169510145,32,0.4608,0,180,naive
S02,K23,beverages,SUP5,2,24,755.0,107.85714285714286,35.038959281506244,81.76174285511887,297.4760285694046,215.71428571428572,621.0474571408331,26,0.37439999999999996,0,200,naive
S02,K24,beverages,SUP5,2,6,697.0,99.57142857142857,34.20108871162786,79.80661178145064,278.9494689243078,199.14285714285714,577.6637546385936,40,0.528,0,365,naive
S02,K25,beverages,SUP5,2,24,662.75,94.67857142857143,31.12503602264245,72.62878931974394,261.9859321768868,189.35714285714286,546.0216464626011,23,0.22080000000000002,0,180,naive
S03,K01,fresh_produce,SUP1,2,6,155.5,22.214285714285715,8.7851078407585,20.499630781262965,64.9282022098344,44.42857142857143,131.57105935269152,22,1.056,0,5,naive
S03,K02,fresh_produce,SUP1,2,6,109.25,15.607142857142858,6.98227779763341,16.292812730155028,47.50709844444074,31.214285714285715,94.3285270158693,16,1.1520000000000001,0,4,naive
S03,K03,fresh_produce,SUP1,2,8,148.25,21.178571428571427,9.313735736805578,21.733158802326543,64.09030165946939,42.357142857142854,127.6260159451837,16,1.28,0,6,naive
S03,K04,fresh_produce,SUP1,2,6,128.0,18.285714285714285,8.348311698168839,19.480387783672757,56.05181635510132,36.57142857142857,110.9089592122442,19,0.684,0,3,naive
S03,K05,fresh_produce,SUP1,2,6,81.0,11.571428571428571,4.569581350303909,10.662900467945466,33.80575761080261,23.142857142857142,68.52004332508832,12,0.7919999999999999,0,7,naive
S03,K06,dairy,SUP2,2,12,363.25,51.892857142857146,13.568113123956485,31.660545832924214,135.44626011863852,103.78571428571429,291.1248315472099,25,0.36,1,10,naive
S03,K07,dairy,SUP2,2,12,271.5,38.785714285714285,10.18413038216896,23.764183257274738,101.3356118287033,77.57142857142857,217.69275468584618,19,0.1824,1,12,naive
S03,K08,dairy,SUP2,2,12,281.25,40.17857142857143,10.910759537928422,25.459737788644464,105.81688064578732,80.35714285714286,226.3525949315016,19,0.114,1,14,naive
S03,K09,dairy,SUP2,2,12,157.0,22.428571428571427,6.305885347393269,14.714483158738007,59.57162601588086,44.857142857142854,126.85734030159514,11,0.0528,1,14,naive
S03,K10,dairy,SUP2,2,12,242.25,34.607142857142854,8.95167545078444,20.888308366961716,90.10259408124742,69.21428571428571,193.924022652676,17,0.10200000000000001,1,7,naive
S03,K11,deli,SUP3,1,10,80.25,11.464285714285714,3.999648827999477,6.599420566199137,18.06370628048485,22.928571428571427,63.92084913762771,7,0.041999999999999996,1,5,naive
S03,K12,deli,SUP3,1,8,121.75,17.392857142857142,6.128552513344904,10.112111647019091,27.504968789876234,34.785714285714285,97.07639736130483,13,0.156,1,6,naive
S03,K13,deli,SUP3,1,10,103.75,14.821428571428571,4.973968729393451,8.207048403499194,23.028476974927763,29.642857142857142,82.31419126064205,9,0.07200000000000001,1,7,naive
S03,K14,packaged_food,SUP4,3,20,211.5,30.214285714285715,7.16028220673194,20.463254754675344,111.10611189753249,60.42857142857143,171.5346833261039,9,0.36,0,240,naive
S03,K15,packaged_food,SUP4,3,10,166.75,23.821428571428573,5.426517665476652,15.508357102879762,86.97264281716548,47.642857142857146,134.61549996002262,14,0.448,0,365,naive
S03,K16,packaged_food,SUP4,3,20,136.0,19.428571428571427,4.456339569832102,12.735700808702578,71.02141509441685,38.857142857142854,109.87855795155971,6,0.096,0,300,naive
S03,K17,packaged_food,SUP4,3,24,183.25,26.178571428571427,5.82434885890203,16.645312438629812,95.1810267243441,52.357142857142854,147.53816958148695,7,0.05039999999999999,0,720,naive
S03,K18,packaged_food,SUP4,3,12,115.0,16.428571428571427,3.8902268723416733,11.117816483178146,60.40353076889242,32.857142857142854,93.2606736260353,8,0.2688,0,240,naive
S03,K19,packaged_food,SUP4,3,24,220.5,31.5,7.237184153397513,20.68303158473779,115.18303158473779,63.0,178.1830315847378,8,0.038400000000000004,0,180,naive
S03,K20,packaged_food,SUP4,3,16,198.0,28.285714285714285,6.143192393649097,17.55653022167699,102.41367307881985,56.57142857142857,158.9851016502484,10,0.16,0,180,naive
S03,K21,beverages,SUP5,2,24,372.0,53.142857142857146,17.066115138591773,39.82296695192851,146.1086812376428,106.28571428571429,305.5372526662142,13,0.18719999999999998,0,200,naive
S03,K22,beverages,SUP5,2,12,272.0,38.857142857142854,9.83502499778559,22.94956246794222,100.66384818222792,77.71428571428571,217.23527675365648,19,0.27359999999999995,0,180,naive
S03,K23,beverages,SUP5,2,24,428.5,61.214285714285715,20.35849591636067,47.50558070681698,169.93415213538842,122.42857142857143,353.57700927824555,15,0.21599999999999997,0,200,naive
S03,K24,beverages,SUP5,2,6,386.5,55.214285714285715,19.82578557065097,46.262526483880436,156.69109791245188,110.42857142857143,322.333955055309,40,0.528,0,365,naive
S03,K25,beverages,SUP5,2,24,372.25,53.17857142857143,18.488532241759795,43.14210952370376,149.49925238084663,106.35714285714286,309.0349666665609,13,0.12480000000000001,0,180,naive
S04,K01,fresh_produce,SUP1,2,6,140.25,20.035714285714285,8.29929108536889,19.366000518167837,59.43742908959641,40.07142857142857,119.54457194673925,20,0.96,0,5,naive
S04,K02,fresh_produce,SUP1,2,6,114.0,16.285714285714285,6.360268913441919,14.84138462025376,47.41281319168233,32.57142857142857,96.2699560488252,17,1.224,0,4,naive
S04,K03,fresh_produce,SUP1,2,8,132.0,18.857142857142858,8.457732075562513,19.735715023494446,57.45000073778016,37.714285714285715,114.02142930920871,15,1.2,0,6,naive
S04,K04,fresh_produce,SUP1,2,6,115.25,16.464285714285715,7.640538004424151,17.828831574978103,50.757403003549534,32.92857142857143,100.15026014640667,17,0.612,0,3,naive
