date,store_id,sku_id,predicted_units,prediction_std,lower_80,upper_80
2025-12-31,S01,K01,35.5,14.58622477838608,16.8062943240204,54.1937056759796
2025-12-31,S01,K02,18.5,10.784249949693752,4.678905264472487,32.32109473552751
2025-12-31,S01,K03,39.75,14.955198893886061,20.58341709759562,58.91658290240438
2025-12-31,S01,K04,35.0,13.683654550742867,17.46302832776794,52.536971672232056
2025-12-31,S01,K05,19.75,7.262870041843997,10.441905754372733,29.058094245627267
2025-12-31,S01,K06,77.0,21.443304176012717,49.518261368022095,104.4817386319779
2025-12-31,S01,K07,58.25,16.316138927442232,37.339236350590035,79.16076364940997
2025-12-31,S01,K08,66.25,17.225107367047165,44.174302398392356,88.32569760160764
2025-12-31,S01,K09,36.75,9.636256549699999,24.40017360590448,49.099826394095516
2025-12-31,S01,K10,56.75,14.203823662952562,38.54637959355999,74.95362040644001
2025-12-31,S01,K11,19.0,6.815064214658591,10.26581370249355,27.73418629750645
2025-12-31,S01,K12,31.5,10.49833171989318,18.0453380677849,44.9546619322151
2025-12-31,S01,K13,23.0,7.7508437754995585,13.066518617319765,32.933481382680235
2025-12-31,S01,K14,48.5,12.410023728936954,32.5953135889944,64.4046864110056
2025-12-31,S01,K15,41.0,8.484207254764172,30.126639982294236,51.873360017705764
2025-12-31,S01,K16,31.5,7.338671959659958,22.094758016499796,40.905241983500204
2025-12-31,S01,K17,43.25,9.957194684740044,30.48885929203716,56.01114070796284
2025-12-31,S01,K18,26.5,5.992868496708073,18.81953973461893,34.180460265381065
2025-12-31,S01,K19,59.25,11.702125734134118,44.25255565913371,74.24744434086628
2025-12-31,S01,K20,48.5,10.246508257414689,35.368075017297336,61.631924982702664
2025-12-31,S01,K21,82.25,30.375965504081762,43.32016260996881,121.1798373900312
2025-12-31,S01,K22,54.0,17.033575906343565,32.16976911843008,75.83023088156992
2025-12-31,S01,K23,89.75,33.01747472166365,47.43480439671586,132.06519560328414
2025-12-31,S01,K24,106.0,31.6387059719516,65.45183442634684,146.54816557365316
2025-12-31,S01,K25,98.75,30.265348634355945,59.96192919020942,137.53807080979058
2025-12-31,S02,K01,39.0,15.09590738422458,19.653085096377776,58.34691490362222
2025-12-31,S02,K02,30.75,11.397798258324112,16.142581752131818,45.35741824786818
2025-12-31,S02,K03,50.5,16.207698427642374,29.728213695133533,71.27178630486647
2025-12-31,S02,K04,31.75,15.092094409920723,12.407971804245602,51.092028195754395
2025-12-31,S02,K05,22.75,7.894025810534103,12.633016521219494,32.866983478780504
2025-12-31,S02,K06,88.0,21.93968434459148,59.88210054397156,116.11789945602844
2025-12-31,S02,K07,69.5,19.48984933324819,44.521809094509116,94.47819090549089
2025-12-31,S02,K08,74.5,18.809925828048566,50.39319905877296,98.60680094122705
2025-12-31,S02,K09,39.75,10.806901325534612,25.89987526119484,53.600124738805164
2025-12-31,S02,K10,60.25,16.656604211973267,38.90289604193506,81.59710395806493
2025-12-31,S02,K11,20.5,6.987228059658756,11.545168518741338,29.454831481258662
2025-12-31,S02,K12,36.25,10.934398592953617,22.236474763270643,50.26352523672936
2025-12-31,S02,K13,21.75,8.624858613678457,10.69638120070969,32.80361879929031
2025-12-31,S02,K14,65.0,12.721676709790863,48.69589912873203,81.30410087126796
2025-12-31,S02,K15,41.5,9.582761584132745,29.218732753775473,53.78126724622453
2025-12-31,S02,K16,38.25,7.894129714580148,28.132883357794082,48.367116642205914
2025-12-31,S02,K17,46.25,10.61137793486463,32.65045803867749,59.84954196132251
2025-12-31,S02,K18,29.25,6.609834993025369,20.778835472938688,37.72116452706131
2025-12-31,S02,K19,55.5,12.394664393700813,39.61499811303304,71.38500188696696
2025-12-31,S02,K20,50.75,11.43182663784449,36.0989709809385,65.4010290190615
2025-12-31,S02,K21,98.75,31.086561821361197,58.90946236974349,138.5905376302565
2025-12-31,S02,K22,52.0,18.422391860540646,28.389862591531106,75.61013740846889
2025-12-31,S02,K23,96.5,35.038959281506244,51.59406978482159,141.40593021517842
2025-12-31,S02,K24,106.0,34.20108871162786,62.167884707177734,149.83211529282227
2025-12-31,S02,K25,105.75,31.12503602264245,65.86015383338143,145.63984616661855
2025-12-31,S03,K01,20.0,8.7851078407585,8.741005791283907,31.258994208716093
2025-12-31,S03,K02,14.75,6.98227779763341,5.8015127745530215,23.69848722544698
2025-12-31,S03,K03,22.0,9.313735736805576,10.063516279709972,33.93648372029003
2025-12-31,S03,K04,22.75,8.348311698168839,12.050803727626816,33.449196272373186
2025-12-31,S03,K05,12.75,4.569581350303909,6.89362454145051,18.60637545854949
2025-12-31,S03,K06,56.25,13.568113123956486,38.86110622033736,73.63889377966264
2025-12-31,S03,K07,39.75,10.184130382168961,26.698018502212257,52.80198149778774
2025-12-31,S03,K08,41.75,10.910759537928422,27.766770576190932,55.733229423809064
2025-12-31,S03,K09,26.0,6.305885347393269,17.918377338780786,34.081622661219214
2025-12-31,S03,K10,32.0,8.95167545078444,20.52753274227466,43.47246725772534
2025-12-31,S03,K11,12.25,3.9996488279994775,7.124050062035869,17.37594993796413
2025-12-31,S03,K12,16.0,6.1285525133449035,8.145647098897172,23.85435290110283
2025-12-31,S03,K13,16.75,4.973968729393451,10.375361676409353,23.124638323590645
2025-12-31,S03,K14,28.0,7.16028220673194,18.823382323852346,37.17661767614766
2025-12-31,S03,K15,23.75,5.426517665476652,16.795374959925123,30.704625040074877
2025-12-31,S03,K16,18.75,4.456339569832102,13.038755207303177,24.461244792696824
2025-12-31,S03,K17,26.75,5.82434885890203,19.28551450243116,34.214485497568845
2025-12-31,S03,K18,15.25,3.890226872341673,10.264285240406911,20.235714759593087
2025-12-31,S03,K19,29.5,7.237184153397513,20.224824789005744,38.775175210994256
2025-12-31,S03,K20,28.25,6.143192393649098,20.376884628299315,36.123115371700685
2025-12-31,S03,K21,47.5,17.066115138591773,25.628066838380782,69.37193316161921
2025-12-31,S03,K22,37.25,9.83502499778559,24.64543196283799,49.85456803716201
2025-12-31,S03,K23,63.0,20.35849591636067,36.90855163359217,89.09144836640783
2025-12-31,S03,K24,56.5,19.82578557065097,31.091273212653714,81.90872678734628
2025-12-31,S03,K25,54.5,18.488532241759795,30.805097078960646,78.19490292103936
2025-12-31,S04,K01,20.75,8.29929108536889,10.11362854499123,31.38637145500877
2025-12-31,S04,K02,18.0,6.360268913441919,9.848679360532836,26.151320639467166
2025-12-31,S04,K03,22.5,8.457732075562513,11.660570571959083,33.339429428040916
2025-12-31,S04,K04,18.5,7.640538004424151,8.707886493530008,28.292113506469992
2025-12-31,S04,K05,7.75,4.343325628660954,2.183593874308121,13.316406125691879
2025-12-31,S04,K06,43.75,11.988563444241437,28.385457089860175,59.114542910139825
2025-12-31,S04,K07,41.25,9.662406167214554,28.866660256097827,53.63333974390217
2025-12-31,S04,K08,32.0,10.048342196643183,19.122044640782093,44.87795535921791
2025-12-31,S04,K09,18.5,5.71296121558356,11.178268906108109,25.82173109389189
2025-12-31,S04,K10,37.0,8.398743348170502,26.236170524984686,47.763829475015314
2025-12-31,S04,K11,10.25,3.737939183292512,5.459457142692316,15.040542857307685
2025-12-31,S04,K12,16.25,5.312633175312023,9.441329322520112,23.05867067747989
2025-12-31,S04,K13,16.75,4.431716936001846,11.070311574820035,22.429688425179965
2025-12-31,S04,K14,29.25,6.304749153316043,21.16983348511016,37.33016651488984
2025-12-31,S04,K15,21.75,5.281066293703311,14.981785437989837,28.518214562010165
2025-12-31,S04,K16,19.75,4.199790206803211,14.367548870961004,25.132451129038998
2025-12-31,S04,K17,26.0,5.626907937777717,18.788554786944076,33.211445213055924
2025-12-31,S04,K18,15.75,3.6084923312060186,11.125356228326366,20.374643771673632
2025-12-31,S04,K19,28.5,6.656275231870898,19.969317662834257,37.03068233716574
2025-12-31,S04,K20,24.5,5.845198486003239,17.00879362033825,31.99120637966175
2025-12-31,S04,K21,49.0,16.155145826698302,28.295565108503457,69.70443489149655
2025-12-31,S04,K22,34.0,9.920990844766449,21.28525813334732,46.71474186665268
2025-12-31,S04,K23,53.5,17.704072064166297,30.81046124256447,76.18953875743553
2025-12-31,S04,K24,54.0,18.0041001441474,30.92594525526069,77.07405474473931
2025-12-31,S04,K25,49.25,15.473499115834262,29.419163533146808,69.08083646685319
2025-12-31,S05,K01,17.5,7.04365679719871,8.472849448710132,26.527150551289868
2025-12-31,S05,K02,11.75,5.3636499878090875,4.875946175623873,18.624053824376126
2025-12-31,S05,K03,20.25,7.595166805699302,10.516034221815774,29.983965778184228
2025-12-31,S05,K04,18.5,6.854963161581076,9.714679212117693,27.285320787882306
2025-12-31,S05,K05,10.5,3.7379846782555752,5.709398836347654,15.290601163652346
2025-12-31,S05,K06,36.25,10.257328466380832,23.104207837486324,49.39579216251367
2025-12-31,S05,K07,31.25,8.660648280872621,20.150513163233647,42.34948683676635
2025-12-31,S05,K08,30.0,8.289038827525022,19.37676783864393,40.62323216135607
2025-12-31,S05,K09,18.5,4.932061882982951,12.179069490769049,24.82093050923095
2025-12-31,S05,K10,32.0,7.681176449854207,22.155804261866848,41.84419573813315
2025-12-31,S05,K11,8.75,3.405070835423798,4.386061217320861,13.113938782679138
2025-12-31,S05,K12,12.75,4.718066336125743,6.703326183621248,18.796673816378753
2025-12-31,S05,K13,10.5,4.094924047396153,5.25194534085709,15.748054659142909
2025-12-31,S05,K14,23.5,5.476482595897253,16.481339905098082,30.518660094901918
2025-12-31,S05,K15,18.25,4.502641133431149,12.479415123394638,24.020584876605362
2025-12-31,S05,K16,18.5,3.552971325373653,13.946511949401128,23.053488050598872
2025-12-31,S05,K17,20.75,4.560836222833056,14.904832296817155,26.595167703182845
2025-12-31,S05,K18,13.5,3.1174903190661882,9.504624407084773,17.495375592915227
2025-12-31,S05,K19,24.25,6.060757450871202,16.482533250963467,32.01746674903653
2025-12-31,S05,K20,24.5,5.031494286759176,18.05163692208944,30.94836307791056
2025-12-31,S05,K21,42.5,13.978874332303148,24.584674655720285,60.415325344279715
2025-12-31,S05,K22,23.25,8.6363217476437,12.181690048219833,34.318309951780165
2025-12-31,S05,K23,46.5,16.44503526438747,25.424042805161015,67.57595719483899
2025-12-31,S05,K24,38.25,15.911035952231103,17.858416323620617,58.64158367637938
2025-12-31,S05,K25,40.5,14.403333566013696,22.040687701796845,58.95931229820316
2025-12-31,S06,K01,16.25,6.712313427523844,7.647499111285441,24.85250088871456
2025-12-31,S06,K02,12.5,5.03534232988453,6.046705270019985,18.953294729980016
2025-12-31,S06,K03,18.0,7.155540560681688,8.829459217430347,27.170540782569653
2025-12-31,S06,K04,15.5,6.294103686031509,7.433476715982017,23.566523284017983
2025-12-31,S06,K05,8.0,3.3675352285061697,3.6841668511464922,12.315833148853507
2025-12-31,S06,K06,43.25,9.51121866695628,31.06042215642883,55.43957784357117
2025-12-31,S06,K07,30.5,7.575725408251335,20.790950316785086,40.209049683214914
2025-12-31,S06,K08,31.0,7.734529805524734,21.0874266012395,40.9125733987605
2025-12-31,S06,K09,15.75,4.5536177008807055,9.914083554551286,21.585916445448714
